0	2022-10-25 02:09:08+00:00	MacKayUSA	Texas Gov. Abbott campaigns in San Antonio as early voting starts #TexasEnergy #Solar #Texas #ElectricityProvider #EnergyTips [Video]	Neutral	0	0
1	2022-10-21 07:33:44+00:00	CommodityKites	Let's Make This Diwali More Profitable  By http Call 9045769638, 9997679119 #commoditycalls #interdaytips #naturalgastips #crudeoiltips #goldtips #energytips #bulliontips #coppertips #mcxtipsproviiderinindia #mcxadvisoryservices #mcxcopper	Neutral	0	0
2	2022-10-05 10:39:36+00:00	MacKayUSA	"Top EU official vows to stress test pipelines after leaks WSB-TV Channel 2 #USEnergy #SolarLife #if ""Solar #life"" #EnergyTips #if ""Tip"" #Energy [Video]"	Neutral	0	0
3	2022-09-26 16:02:28+00:00	VantageEtc	Two ways 💲YOUR BUSINESS CAN RECEIVE MONEY💲 and then start saving money: FOUND MONEY FUTURE MONEY If overcharges are not rectified on future invoices you will continue to overpay the utility. Contact us today #Gas #EnergyCrisis #VantageEnergy #EnergyDoctor1 #EnergyTips	Neutral	0	0
4	2022-09-22 18:04:02+00:00	ElectriCitiesNC	Did you know that an 1/8” gap under your door lets in as much air as if the door had a 2 ¼” hole?  Sealing off leaks saves you money year-round! 💸 #EnergyTips #SaveMoney	Neutral	1	1
5	2022-09-15 14:46:02+00:00	TheresaTINI	One pot. 5 veg. One power source.   Spuds, carrots &amp; turnip, cabbage, broccoli  Probably transfer to water only base pot when spuds are done to finish off any undercooked veg.   #energytips	Neutral	7	0
6	2022-09-05 04:56:12+00:00	kroenger	Eco-friendly Monday #ecofriendlymonday #ecofriendlytips #saveenergy #conserveenergy #mobilephones #sustainablelifestyle #ecofriendlyliving #ecofriendlyhome #energysavetips #energytips #sustainabletips	Neutral	1	0
7	2022-09-03 09:00:04+00:00	jornpeakclub	1. Use blue light blockers (I use the ones from Truedark) 2. Stabilise your rhythm based on your sleep chronotype 3. Eat at regular intervals 4. Exercise at regular times, preferably in the late morning 5. Activate yourself in the morning with cold and movement  #energytips	Neutral	1	0
8	2022-08-31 18:42:01+00:00	SmartEnergy101	NEW BLOG! 4 Steps You Can Take to Decarbonize Your Home #EnergyTips #Decarbonization	Neutral	0	0
9	2022-08-30 14:18:25+00:00	ellison1604	Done , I will probably go in the winter so I can turn  my heating off for a couple of hours. #EnergyTips	Neutral	14	0
10	2022-08-30 07:05:27+00:00	CommodityKites	30 Aug 2022 Live GOLD Price Update By and Get Premium Bullion Tips  #trading #silvertips #commodities #coppercalls #commoditycalls #interdaytips #crudeoiltips #goldtips #energytips #bulliontips #coppertips #stockmarket #investing #freemcxtips #mcxmarket	Neutral	1	0
